2006年11月9号 2006年11月9日
百尺杆头 百尺竿头
百尽竿头 百尺竿头
百屋出公卿 白屋出公卿
百屋穷民 白屋穷民
百川规海 百川归海
百巧干穷 百巧千穷
百幕大 百慕大
百年家具 百年家居
百年木遇 百年不遇
百年树亼 百年树人
百年树八 百年树人
百废具兴 百废俱兴
百废待新 百废待兴
百度帖吧 百度贴吧
百忠无一 百中无一
百思木解 百思不解
百性 百姓
百恩不解 百思不解
百感交急 百感交集
百感交织 百感交集
百感文集 百感交集
百慕达 百慕大
百戈争流 百舸争流
百战不怠 百战不殆
百战不贻 百战不殆
百战不贻 殆战不贻
百战木殆 百战不殆
百把十斤 百八十斤
百抓挠心 百爪挠心
百折不叵 百折不回
百折不囙 百折不回
百折千叵 百折千回
百折木回 百折不回
百折木挠 百折不挠
百折裙 百褶裙
百搭炊料 百搭饮料
百摺长裙 百褶长裙
百无一事 百无一是
百无一昰 百无一是
百无一甪 百无一用
百无所诚 百无所成
百无聊奈 百无聊赖
百无聊籁 百无聊赖
百日说梦 白日说梦
百昧杂陈 百味杂陈
百昧珍馐 百味珍馐
百木一遇 百不一遇
百木及一 百不及一
百木失一 百不失一
百木当一 百不当一
百步串杨 百步穿杨
百步圥轻担 百步无轻担
百步川杨 百步穿杨
百步无轻旦 百步无轻担
百殷劝解 百般劝解
百殷哀求 百般哀求
百殷花色 百般花色
百殷阻挠 百般阻挠
百氏可乐 百事可乐
百水真人 白水真人
百灵白验 百灵百验
百灵百捡 百灵百验
百灵花 百铃花
百灵贤助 百灵咸助
百炅咸助 百灵咸助
百物俑贵 百物涌贵
百物涌责 百物涌贵
百瑞交集 百端交集
百眼看人 白眼看人
百端侍理 百端待理
百端待里 百端待理
百米记录 百米纪录
百纳衣 百衲衣
百纵干随 百纵千随
百纸黑字 白纸黑字
百练成钢 百炼成钢
百舌之生 百舌之声
百般衰求 百般哀求
百般阻绕 百般阻挠
百色县 百色市
百荷，杜鹃，茉莉 百合，杜鹃，茉莉
百蜡明经 白蜡明经
百衣宰相 白衣宰相
百衣百顺 百依百顺
百词莫辩 百辞莫辩
百话蛋子 白话蛋子
百读木厌 百读不厌
百谋干计 百谋千计
百贷公司 百货公司
百贷商店 百货商店
百足之虫，死而不缰 百足之虫，死而不僵
百足之虫，死而木僵 百足之虫，死而不僵
百足之虫，死面不僵 百足之虫，死而不僵
百身莫卖 百身莫赎
百转千叵 百转千回
百转千囙 百转千回
百转流莺 百啭流莺
百轲争流 百舸争流
百辞莫辫 百辞莫辩
百里之材 百里之才
百里导习 百里异习
百闻不如一贝 百闻不如一见
百闻不如一键 百闻不如一见
百闻木如一见 百闻不如一见
百页窗 百叶窗
百页箱 百叶箱
百馀人 百余人
百馀里 百余里
百首不渝 白首不渝
百首之心 白首之心
百首北面 白首北面
百首空归 白首空归
百马代骥 百马伐骥
百马伐冀 百马伐骥
百马王子 白马王子
百驹过隙 白驹过隙
百骨生苔 白骨生苔
百鱀豚 白鱀豚
百鸟朝风 百鸟朝凤
百鸡黄犬 白鸡黄犬
皂丝麻钱 皂丝麻线
皂甘含量 皂苷含量
的多 得多
的越 得越
的鱼猎文化 的渔猎文化
皆太欢喜 皆大欢喜
皇兲后土 皇天后土
皇冠草服 黄冠草服
皇天厚土 皇天后土
皇天后圡 皇天后土
皇太予 皇太子
皇帝下沼 皇帝下诏
皇帝不急大监急 皇帝不急太监急
皇帝不急，急死大监 皇帝不急，急死太监
皇帝内经 黄帝内经
皇帝卤薄 皇帝卤簿
皇帝轮流坐 皇帝轮流做
皇帝陵 黄帝陵
皇思浩荡 皇恩浩荡
皇皇不可终日 惶惶不可终日
皇钟大吕 黄钟大吕
皎好 姣好
皎洁无暇就像 皎洁无瑕就像
皎皎者 佼佼者
皖熊 浣熊
皙学家 哲学家
皮下脂肪融化 皮下脂肪熔化
皮之不存，毛将焉副 皮之不存，毛将焉傅
皮之木存，毛将安傅 皮之不存，毛将安傅
皮亓肉绽 皮开肉绽
皮像 皮相
皮副 皮傅
皮定钧 皮定均
皮幵肉绽 皮开肉绽
皮球窜入 皮球蹿入
皮笑向不笑 皮笑肉不笑
皮笑肉木笑 皮笑肉不笑
皮肤有些起粟 皮肤有些起栗
皮肤贴市 皮肤贴布
皮茄克 皮夹克
皮软 疲软
皮附 皮傅
皮革行 皮草行
皱摺 皱褶
皱榴 皱褶
皱盾头 皱眉头
皱着屑头 皱着眉头
皱着收头 皱着眉头
皱着鼻了 皱着鼻子
皱裂 皴裂
皺摺 皱褶
皿光之灾 血光之灾
皿器 器皿
皿本无归 血本无归
皿染黄沙 血染黄沙
皿气之勇 血气之勇
皿肉之躯 血肉之躯
皿肉狼藉 血肉狼藉
盂买 孟买
盂加拉国 孟加拉国
盂加拉湾 孟加拉湾
盂庭苇 孟庭苇
盂德尔 孟德尔
盂方氺方 盂方水方
盂浪 孟浪
盂良崮 孟良崮
盂获 孟获
盅惑人心 蛊惑人心
盆事长 董事长
盆木朽株 盘木朽株
盆根错节 盘根错节
盆根问底 盘根问底
盆水加剑 盘水加剑
盆游无度 盘游无度
盆溢 湓溢
盆满苯满 盆满钵满
盆盆大才 盘盘大才
盆石之安 盘石之安
盆长问短 盘长问短
盆隔 盆膈
盆飧之惠 盘飧之惠
盆马弯弓 盘马弯弓
盈利培增 盈利倍增
盈帙满筒 盈帙满笥
盈盈一氺 盈盈一水
盈盈弌水 盈盈一水
盈盈秋氺 盈盈秋水
盈绕 萦绕
益于言表 溢于言表
益出 溢出
益居、益游、益兴业 宜居、宜游、宜兴业
益茨 盖茨
盎孟相敲 盎盂相敲
盐与雪里蕻充分的接触 盐与雪里蕻充分地接触
盐丼 盐井
盐份 盐分
盐城巿 盐城市
盐晾凉了 盐凉凉了
盐梅相咸 盐梅相成
盐水浸去的时候 盐水进去的时候
盐沬沫 盐末末
盐要加入桔皮 盐要加入橘皮
监侧 监测
监冂之养 监门之养
监商 奸商
监死前 临死前
监督、检查机关、团体、企事业单位 监督、检察机关、团体、企事业单位
监祝器 监视器
监闩之养 监门之养
监阵退缩 临阵退缩
盒下马来 拿下马来
盒云手段 拿云手段
盒云捉月 拿云捉月
盒云握雾 拿云握雾
盒云攫石 拿云攫石
盒刀动杖 拿刀动杖
盒子裹 盒子里
盒手好戏 拿手好戏
盒班做势 拿班做势
盒粗挟细 拿粗挟细
盒糖作醋 拿糖作醋
盒腔作调 拿腔作调
盒腔做势 拿腔做势
盒贼要赃，拿奸要双 拿贼要赃，拿奸要双
盒贼要赃，盒奸要双 拿贼要赃，拿奸要双
盒贼见赃 拿贼见赃
盔曱 盔甲
盖上盖于 盖上盖子
盖世圥双 盖世无双
盖世大保 盖世太保
盖世尢双 盖世无双
盖了手押 盖了手印
盖交饭 盖浇饭
盖好了辈子 盖好了被子
盖子给他打开 盖子给它打开
盖看一座 盖着一座
盖看一座房子 盖着一座房子
盖着被胎睡 盖着被子睡
盖祝 盖住
盖连子 盖帘子
盗亦冇道 盗亦有道
盗亦有盗 盗亦有道
盗墓者为虽然这座积石墓发明了碎石工具 盗墓者虽然为这座积石墓发明了碎石工具
盗憎主亼 盗憎主人
盗憎主八 盗憎主人
盗洞呢一般都是大量的用这种编织袋 盗洞呢一般都是大量地用这种编织袋
盗版牒 盗版碟
盗牌 盗版
盗甪 盗用
盗窍 盗窃
盗警电话 报警电话
盘恒 盘亘
盘据 盘踞
盘朩朽株 盘木朽株
盘本朽株 盘木朽株
盘根错结 盘根错节
盘根间底 盘根问底
盘桃 蟠桃
盘氺加剑 盘水加剑
盘游圥度 盘游无度
盘游天度 盘游无度
盘游尢度 盘游无度
盘盘太才 盘盘大才
盘跚 蹒跚
盘距 盘踞
盘锦巿 盘锦市
盘问始未 盘问始末
盘陁 盘陀
盛及一时 盛极一时
盛名之下其实难负 盛名之下其实难副
盛名难符 盛名难副
盛哀荣辱 盛衰荣辱
盛夏暑伏季节 盛夏数伏季节
盛夏酷署 盛夏酷暑
盛宴必散 盛筵必散
盛宴难再 盛筵难再
盛宴难在 盛筵难再
盛幵 盛开
盛撰佳看 盛馔佳肴
盛极一肘 盛极一时
盛极一莳 盛极一时
盛气临人 盛气凌人
盛筵难在 盛筵难再
盛装浓饰 盛妆浓饰
盛讃 盛赞
盛餐 圣餐
盟洗 盥洗
盥冼室 盥洗室
盩厔县 周至县
目不交捷 目不交睫
目不交接 目不交睫
目不待言 自不待言
目不措睛 目不转睛
目不暇及 目不暇接
目不瑕接 目不暇接
目不瑕给 目不暇给
目不窥尸 目不窥户
目不窥戸 目不窥户
目不转眼 目不转睛
目不邪视 目不斜视
目不量力 自不量力
目个儿 自个儿
目个转睛 目不转睛
目中圥人 目中无人
目中天人 目中无人
目中尢人 目中无人
目中无亼 目中无人
目中无八 目中无人
目为一家 自为一家
目以为是 自以为是
目作主张 自作主张
目作多情 自作多情
目作聪明 自作聪明
目使顾令 目使颐令
目值年灾 月值年灾
目停口呆 目瞪口呆
目像耳存 目想耳存
目光和霭 目光和蔼
目光如巨 目光如炬
目光如柱 目光如炬
目光如水 月光如水
目光如炽 目光如炬
目光灯 日光灯
目光烔烔 目光炯炯
目光青青白白 目光清清白白
目出心裁 自出心裁
目出机杼 自出机杼
目利利他 自利利他
目前为此 目前为止
目前为目 目前为止
目前巳成为 目前已成为
目剪羽翼 自剪羽翼
目力更生 自力更生
目卖目夸 自卖自夸
目卖自夸 自卖自夸
目取其咎 自取其咎
目取其祸 自取其祸
目取其辱 自取其辱
目取灭亡 自取灭亡
目叹不如 自叹不如
目同寒蝉 自同寒蝉
目向耳存 目想耳存
目吹目擂 自吹自擂
目吹自擂 自吹自擂
目告奋勇 自告奋勇
目呲欲裂 目眦欲裂
目命不凡 自命不凡
目命清高 自命清高
目嗟目叹 自嗟自叹
目嗟目怨 自嗟自怨
目嗟自叹 自嗟自叹
目嗟自怨 自嗟自怨
目噔口呆 目瞪口呆
目圆其说 自圆其说
目圥下尘 目无下尘
目圥余子 目无余子
目圥全牛 目无全牛
目圥尊长 目无尊长
目圥法纪 目无法纪
目堵 目睹
目堵了祖国 目睹了祖国
目天下尘 目无下尘
目天余子 目无余子
目天全牛 目无全牛
目天尊长 目无尊长
目天法纪 目无法纪
目始至终 自始至终
目定口呆 目瞪口呆
目寻烦恼 自寻烦恼
目寻短见 自寻短见
目尢下尘 目无下尘
目尢余子 目无余子
目尢全牛 目无全牛
目尢尊长 目无尊长
目尢法纪 目无法纪
目崖而反 自崖而反
目强不息 自强不息
目怨目艾 自怨自艾
目情目愿 自情自愿
目情自愿 自情自愿
目惜毛羽 自惜毛羽
目惜目怜 自惜自怜
目惜自怜 自惜自怜
目惭形秽 自惭形秽
目愧不如 自愧不如
目成一家 自成一家
目成一格 自成一格
目我作古 自我作古
目我解嘲 自我解嘲
目所末睹 目所未睹
目所难免 自所难免
目投罗网 自投罗网
目报公议 自报公议
目报家门 自报家门
目拔来归 自拔来归
目掘坟墓 自掘坟墓
目救不暇 自救不暇
目斟目酌 自斟自酌
目无余了 目无余子
目无余予 目无余子
目无余孑 目无余子
目无余孒 目无余子
目无余孓 目无余子
目无表情 面无表情
目明千里 月明千里
目明星稀 月明星稀
目暴目弃 自暴自弃
目暴自弃 自暴自弃
目有公论 自有公论
目木交睫 目不交睫
目木及瞬 目不及瞬
目木忍睹 目不忍睹
目木斜视 目不斜视
目木暇接 目不暇接
目木知书 目不知书
目木窥园 目不窥园
目木窥户 目不窥户
目木见睫 目不见睫
目木识丁 目不识丁
目木转睛 目不转睛
目木转瞬 目不转瞬
目札 目劄
目标又进了一步 目标又近了一步
目欺欺人 自欺欺人
目殿嫦娥 月殿嫦娥
目毁长城 自毁长城
目毗 目眦
目求多福 自求多福
目没参横 月没参横
目润 目瞤
目淡风清 月淡风清
目满则亏 月满则亏
目满花香 月满花香
目然界 自然界
目然而然 自然而然
目甘寂寞 自甘寂寞
目甘淡泊 自甘淡泊
目生目灭 自生自灭
目生自灭 自生自灭
目由目在 自由自在
目白风清 月白风清
目盈则食 月盈则食
目盲状态 盲目状态
目相惊扰 自相惊扰
目相残害 自相残害
目相水火 自相水火
目相矛盾 自相矛盾
目相践踏 自相践踏
目相鱼肉 自相鱼肉
目睹了那一慕 目睹了那一幕
目瞪口底 目瞪口呆
目瞪口果 目瞪口呆
目瞪可呆 目瞪口呆
目瞪囗呆 目瞪口呆
目瞪日呆 目瞪口呆
目瞪门呆 目瞪口呆
目知之明 自知之明
目礼了一下 目视了一下
目私目利 自私自利
目私自利 自私自利
目立门户 自立门户
目约星期 月约星期
目给目足 自给自足
目给自足 自给自足
目缺花残 月缺花残
目耳一新 耳目一新
目色溶溶 月色溶溶
目莲戏 目连戏
目落乌啼 月落乌啼
目落星沉 月落星沉
目行其是 自行其是
目衒目媒 自衒目媒
目视甚高 自视甚高
目觉目愿 自觉自愿
目觉自愿 自觉自愿
目言目语 自言目语
目讨没趣 自讨没趣
目讨苦吃 自讨苦吃
目诒伊戚 自诒伊戚
目误误人 自误误人
目说目话 自说自话
目说自话 自说自话
目谋出路 自谋出路
目负不凡 自负不凡
目负盈亏 自负盈亏
目身难保 自身难保
目轻目贱 自轻自贱
目轻自贱 自轻自贱
目郐以下 自郐以下
目须 目蓿
目顾不暇 自顾不暇
目食其力 自食其力
目食其果 自食其果
目食其言 自食其言
目高目大 自高自大
目高自大 自高自大
目黑风高 月黑风高
盯兹盛世 丁兹盛世
盯哨 盯梢
盯往 盯住
盯看我 盯着我
盯稍 盯梢
盯者屏幕 盯着屏幕
盱胎 盱眙
盲亼摸象 盲人摸象
盲亼瞎马 盲人瞎马
盲入膏肓 病入膏肓
盲八摸象 盲人摸象
盲八瞎马 盲人瞎马
盲肓 盲目
盲音 忙音
盲风怪兩 盲风怪雨
盲风晦兩 盲风晦雨
直上重宵 直上重霄
直上靑云 直上青云
直不楞登 直不愣登
直丘之情 首丘之情
直人其宫中 直入其宫中
直人心扉 直入心扉
直人正题 直入正题
直住下沉 直往下沉
直倡义举 首倡义举
直党 直觉
直入云宵 直入云霄
直内方处 直内方外
直出直人 直出直入
直利名言 至理名言
直发冲冠 植发冲冠
直叫生死相许 直教生死相许
直可谓 真可谓
直呑口水 直吞口水
直哆喀 直哆嗦
直囔着不懂 直嚷着不懂
直夹直去 直来直去
直如飞蓬 首如飞蓬
直实性 真实性
直尾乖互 首尾乖互
直尾共济 首尾共济
直尾相应 首尾相应
直尾相继 首尾相继
直屈一指 首屈一指
直干云霄 直上云霄
直当其冲 首当其冲
直当她是 只当她是
直当是 只当是
直录总督 直隶总督
直往下堕 直往下坠
直待凌云始到高 直待凌云始道高
直情经行 直情径行
直惊多闻 直谅多闻
直截孑当 直截了当
直截孒当 直截了当
直打侈嗦 直打哆嗦
直打哆咳 直打哆嗦
直抒胸意 直抒胸臆
直抓实干 真抓实干
直拔电话 直拨电话
直挚 真挚
直捷 直截
直接了当 直截了当
直接找到有水的地方 只要找到有水的地方
直接的被感受 直接地被感受
直接答到 直接答道
直木先代 直木先伐
直朩先伐 直木先伐
直楞楞 直愣愣
直正树立 真正树立
直沟沟 直勾勾
直泛恶心 直犯恶心
直然景观 自然景观
直犯响咕 直犯嘀咕
直登登 直瞪瞪
直眉瞪服 直眉瞪眼
直线距高 直线距离
直经 直径
直统裤 直筒裤
直至肉冻溶化 直至肉冻融化
直觉胸口 只觉胸口
直解不宜结 宜解不宜结
直言不晦 直言不讳
直言不诲 直言不讳
直言不违 直言不讳
直言不韪 直言不讳
直言木讳 直言不讳
直言若谏 直言苦谏
直言诃斥 直言呵斥
直认木讳 直认不讳
直述胸臆 直抒胸臆
直迷不悟 执迷不悟
直道丕容 直道不容
直道事亼 直道事人
直道如失 直道如矢
直道木容 直道不容
直道面行 直道而行
直面进攻 正面进攻
直鼠两端 首鼠两端
直鼠之土 首鼠之士
直鼠之士 首鼠之士
相不到 想不到
相不过问 向不过问
相与冇成 相与有成
相与宥成 相与有成
相之相反 与之相反
相买点 想买点
相互同一 相互统一
相互楼抱 相互搂抱
相互的问喉 相互的问候
相互相存 相辅相成
相交辉映 交相辉映
相亲想爱 相亲相爱
相付作用 相互作用
相们为命 相依为命
相儒以沫 相濡以沫
相儒病渴 相如病渴
相关连 相关联
相冂有相 相门有相
相冂洒扫 相门洒扫
相凤使帆 相风使帆
相刁成风 相习成风
相到辉映 相互辉映
相去儿何 相去几何
相去兲渊 相去天渊
相去圥几 相去无几
相去尢几 相去无几
相去无儿 相去无几
相去木远 相去不远
相去胜远 相去甚远
相反相承 相反相成
